sentence,label
"sentence 1: License to Steal; Why Fraud Plagues America's Health Care System
sentence 2: The fraud is causing a lot of repairable damage.",neutral
"sentence 1: In addition, the unions sponsored voter guides and a get-out-the-vote campaign.
sentence 2: Unions tried to get people out to vote.",entailment
"sentence 1: He had an ex-soldier who would help protect his village.
sentence 2: He wanted to make sure the villagers were safe.",neutral
"sentence 1: well the the ones that we were test driving were the uh were the new ones there um-hum well now um
sentence 2: We were only allows to test drive the old ones.",contradiction
"sentence 1: According to the analysis, 60 winning bidders for the 900 MHz licenses qualify as small entities (no breakdown of small vs. very small).
sentence 2: 60 winning bidders for the 900 MHz licenses qualify as small entities (no breakdown of small vs. very small), according to the analysis.",entailment
"sentence 1: The meeting was affecting! 
sentence 2: The meeting got out of hand and my boss and I almost came to blows.",neutral
"sentence 1: He was no beginner.
sentence 2: This was his very first time.",contradiction
"sentence 1: Tiger Woods has signed an endorsement deal with American Express.
sentence 2: Tiger Woods got endorsed by American Express. ",entailment
"sentence 1: Across the Asahi River, you can see the ruins of Okayama Castle, unusually painted black and called Ujo ( The Crow ) in deliberate contrast to Himeji's White Heron Castle. 
sentence 2: All Japanese castles, including Okayama Castle, are normally painted orange.",contradiction
"sentence 1: Professor Rogers earned a Bachelor of Arts degree from the University of Kansas and a Juris Doctor from Yale Law School.
sentence 2: Professor Rogers attended both the University of Kansas and the Yale Law School where he received qualifications.",entailment
"sentence 1: Barney Fife i guess yeah
sentence 2: I guess he is Barney Fife the character.",neutral
"sentence 1: but i guess it automatic i guess it's automatic respective
sentence 2: THe donation is automatic.",neutral
"sentence 1: In the New York Times Book Review Thomas Mallon faults Lidie Newton for dutiful caricatures of white degeneracy and black nobility ...
sentence 2: Mallon writes for the New York Times Book Review each Monday.",neutral
"sentence 1: It had been found in Mrs. Inglethorp's cheque book, and on being reversed at a mirror, showed clearly the words: "" ¦ erything of which I die possessed I leave to my beloved husband Alfred Ing  ¦ "" This placed beyond question the fact that the destroyed will had been in favour of the deceased lady's husband. 
sentence 2: It was found on the floor, a few feet away from a cheque book that belonged to Mrs.Inglethorp. ",contradiction
"sentence 1: Jon did not expect better reactions from most of the town folk.
sentence 2: Jon was alone.",contradiction
"sentence 1: The best Westchester novel of the past quarter-century, E.L.
sentence 2: The worst Westchester novel in the past 25 years.",contradiction
"sentence 1: : Adrin's first lesson
sentence 2: Adrin's first learning experience. ",entailment
"sentence 1: What I want to ask is this: the door leading into Mrs. Inglethorp's room from that of Mademoiselle Cynthia, it was bolted, you say?""
sentence 2: It was bolted to keep out thieves.",neutral
"sentence 1: Minamoto died in 1199, and the feudal structure passed intact to the tutelage of his widow's family, the Hojo, who were content to play regent to a figurehead shogun, in much the same way as the Fujiwara had done with the emperor.
sentence 2: The Hojo were content to play regent to a figurehead shogun.",entailment
"sentence 1: The strategic goals explain the purposes of the agency's programs and the results they are intended to achieve.
sentence 2: Agency's have multiple strategic goals to achieve.",entailment
"sentence 1: Portugal is the world's leading producer of cork.
sentence 2: Spain is the word's leading producer of cork.",contradiction
"sentence 1: If that is the goal, he thought we should be examining how to accomplish screening.
sentence 2: We probably should be examining how to accomplish screening based on the goal.",entailment
"sentence 1: He would save his town or die fighting.
sentence 2: He was determined to save the town from the disease. ",neutral
"sentence 1: It is extremely important that these rules and regulations be known, understood, and complied with by all persons responsible for, or otherwise involved in performing the toxicity testing activities.
sentence 2: Toxicity testing actives have rules and regulations that need to be followed.",entailment
"sentence 1: An official government request for bids/proposals
sentence 2: The public requested some bids/proposals.",neutral
"sentence 1: FGD systems are typically positioned after the particulate control device.
sentence 2: The systems are not positioned after the particulate control device.",contradiction
"sentence 1:  ""Naw, we figured it was Kitchell.
sentence 2: No, we assumed it was Kitchell. ",entailment
"sentence 1: Clinton : I will continue.
sentence 2: Clinton decided to keep his office as president.",neutral
"sentence 1: Eva was put under . . . pressure to purchase the car immediately.
sentence 2: Eva was pressured to make a purchase.",entailment
"sentence 1: The courtyard of the three-story building can be visited and, if enough rupees are collected, the Kumari herself may appear briefly at a beautifully carved upstairs window.
sentence 2: The Kumari will come to the window only if enough people pay their rupees to come into the courtyard.",neutral
"sentence 1: The increasing number of articles published on the basis of funded research, including announcements of several newly discovered properties of certain composite ceramics, is evidence of the utility of this part of the program.
sentence 2: The increasing number of articles published is evidence of why NASA now has a smaller budget.",neutral
"sentence 1: you know and plus it also depends on the district you're in as i mean on the i've seen some districts where all the schools are lousy it doesn't matter what you do
sentence 2: I don't think that the district really matters, as I've seen very good schools even in disadvantaged areas.",contradiction
